,pricebandupper,symbol,applicableMargin,bcEndDate,totalSellQuantity,adhocMargin,companyName,marketType,exDate,bcStartDate,css_status_desc,dayHigh,basePrice,securityVar,pricebandlower,sellQuantity5,sellQuantity4,sellQuantity3,cm_adj_high_dt,sellQuantity2,dayLow,sellQuantity1,quantityTraded,pChange,totalTradedValue,deliveryToTradedQuantity,totalBuyQuantity,averagePrice,indexVar,cm_ffm,purpose,buyPrice2,secDate,buyPrice1,high52,previousClose,ndEndDate,low52,buyPrice4,buyPrice3,recordDate,deliveryQuantity,buyPrice5,priceBand,extremeLossMargin,cm_adj_low_dt,varMargin,sellPrice1,sellPrice2,totalTradedVolume,sellPrice3,sellPrice4,sellPrice5,change,surv_indicator,ndStartDate,buyQuantity4,isExDateFlag,buyQuantity3,buyQuantity2,buyQuantity1,series,faceValue,buyQuantity5,closePrice,open,isinCode,lastPrice
0,3057.45,RELIANCE,15.73,,440644.0,,Reliance Industries Limited,N,11-JUN-21,,Listed,2814.0,2779.5,12.23,2501.55,35.0,19.0,24.0,29-APR-22,3.0,2761.75,30.0,,0.38,58462.08,,222080.0,2788.16,,958951.64,DIVIDEND - RS 7 PER SHARE,2790.0,,2790.05,2856.15,2779.5,,2016.25,2789.6,2789.65,14-JUN-21,,2789.2,No Band,3.5,28-JUL-21,12.23,2790.15,2790.9,2096798.0,2790.95,2791.0,2791.2,10.55,,,104.0,False,104.0,3.0,5.0,EQ,10.0,18.0,0.0,2780.0,INE002A01018,2790.05
1,3784.15,TCS,13.04,,117951.0,,Tata Consultancy Services Limited,N,25-MAY-22,,Listed,3430.0,3440.15,9.54,3096.15,36.0,14.0,48.0,17-JAN-22,13.0,3380.0,102.0,,-1.40,7257.32,,102837.0,3399.02,,356308.16,DIVIDEND - RS 22 PER SHARE,3391.25,,3392.0,4043.0,3440.15,,3122.65,3391.15,3391.2,26-MAY-22,,3391.0,No Band,3.5,03-JUN-21,9.54,3392.05,3392.45,213512.0,3392.85,3393.0,3393.1,-48.15,,,66.0,False,15.0,1.0,12.0,EQ,1.0,94.0,0.0,3418.0,INE467B01029,3392.0
2,2505.05,HDFC,16.49,,119599.0,,Housing Development Finance Corporation Limited,N,31-MAY-22,,Listed,2287.0,2277.35,12.99,2049.65,363.0,50.0,24.0,15-NOV-21,51.0,2256.05,42.0,,-0.04,8373.17,,127091.0,2270.69,,412024.09,DIVIDEND - RS 30 PER SHARE,2275.65,,2275.7,3021.1,2277.35,,2046.0,2275.55,2275.6,01-JUN-22,,2275.5,No Band,3.5,08-MAR-22,12.99,2276.4,2276.5,368750.0,2276.65,2276.7,2276.75,-0.95,,,51.0,False,36.0,41.0,9.0,EQ,2.0,85.0,0.0,2257.0,INE001A01036,2276.4
3,523.05,WIPRO,15.7,,572042.0,,Wipro Limited,N,05-APR-22,,Listed,472.0,475.5,12.2,427.95,941.0,344.0,664.0,14-OCT-21,1883.0,464.2,2528.0,11634889.0,-1.79,7502.76,41.37,551946.0,467.15,,70381.56,INTERIM DIVIDEND - RS 5 PER SHARE,466.95,03-Jun-2022 00:00:00,467.0,739.85,475.5,,443.2,466.85,466.9,06-APR-22,4813606.0,466.8,No Band,3.5,25-MAY-22,12.2,467.05,467.1,1606071.0,467.15,467.2,467.25,-8.50,,,962.0,False,1071.0,200.0,629.0,EQ,2.0,4782.0,0.0,472.0,INE075A01022,467.0
4,299.95,ITC,13.96,,1667814.0,,ITC Limited,N,26-MAY-22,,Listed,272.9,272.7,10.46,245.45,3853.0,2820.0,1841.0,20-MAY-22,1679.0,269.7,747.0,12487862.0,-0.55,4278.12,45.97,1145022.0,270.97,,238599.18,DIVIDEND - RS 6.25 PER SHARE,271.05,03-Jun-2022 00:00:00,271.1,282.35,272.7,,200.9,270.95,271.0,28-MAY-22,5740186.0,270.9,No Band,3.5,09-JUL-21,10.46,271.2,271.25,1578815.0,271.3,271.35,271.4,-1.50,,,5655.0,False,4307.0,1171.0,682.0,EQ,1.0,5808.0,0.0,272.4,INE154A01025,271.2
5,166.75,ONGC,19.63,,2019266.0,,Oil & Natural Gas Corporation Limited,N,21-FEB-22,,Listed,155.3,151.6,16.13,136.45,16942.0,20870.0,33455.0,08-MAR-22,5234.0,152.8,1882.0,16747177.0,1.52,17315.06,47.15,1748350.0,154.2,,55307.94,INTERIM DIVIDEND - RS 1.75 PER SHARE,153.8,03-Jun-2022 00:00:00,153.85,194.95,151.6,,108.5,153.7,153.75,22-FEB-22,7895486.0,153.65,No Band,3.5,23-AUG-21,16.13,153.9,153.95,11228963.0,154.0,154.05,154.1,2.3,,,27536.0,False,21662.0,12609.0,16257.0,EQ,5.0,17605.0,0.0,153.1,INE213A01029,153.9
6,447.4,HINDALCO,21.46,23-AUG-21,742441.0,,Hindalco Industries Limited,N,12-AUG-21,17-AUG-21,Listed,406.2,406.75,17.96,366.1,663.0,1518.0,2005.0,29-MAR-22,592.0,395.95,796.0,,-0.75,11116.61,,703928.0,401.53,,59412.44,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,403.5,,403.55,636.0,406.75,,359.8,403.4,403.45,,,403.35,No Band,3.5,18-JUN-21,17.96,403.7,403.75,2768562.0,403.8,403.85,403.9,-3.05,,,530.0,False,64.0,2982.0,38.0,EQ,1.0,1637.0,0.0,402.6,INE038A01020,403.7
7,170.5,NTPC,15.2,,1481510.0,,NTPC Limited,N,03-FEB-22,,Listed,157.85,155.0,11.7,139.5,29285.0,31722.0,19256.0,19-APR-22,8404.0,155.2,3425.0,,1.55,6652.33,,1405891.0,156.48,,73646.18,INTERIM DIVIDEND - RS 4 PER SHARE,157.25,,157.3,166.35,155.0,,110.45,157.15,157.2,05-FEB-22,,157.1,No Band,3.5,03-JUN-21,11.7,157.4,157.45,4251232.0,157.5,157.55,157.6,2.4,,,18744.0,False,31150.0,11284.0,3492.0,EQ,10.0,29058.0,0.0,155.8,INE733E01010,157.4
8,130.1,IOC,15.19,,1692527.0,,Indian Oil Corporation Limited,N,09-FEB-22,,Listed,118.6,118.3,11.69,106.5,35608.0,35089.0,27057.0,09-NOV-21,8514.0,116.7,5809.0,,-0.97,2529.04,,1888651.0,117.21,,30069.77,INTERIM DIVIDEND - RS  4 PER SHARE,117.1,,117.15,141.5,118.3,,101.9,117.0,117.05,10-FEB-22,,116.95,No Band,3.5,10-AUG-21,11.69,117.2,117.25,2157696.0,117.3,117.35,117.4,-1.15,,,62097.0,False,23732.0,7319.0,156.0,EQ,10.0,29825.0,0.0,118.3,INE242A01010,117.15
9,1473.35,GRASIM,16.84,27-AUG-21,126142.0,,Grasim Industries Limited,N,12-AUG-21,14-AUG-21,Listed,1339.9,1339.45,13.34,1205.55,44.0,70.0,59.0,18-JAN-22,56.0,1316.3,8.0,,-0.74,7738.5,,124353.0,1328.53,,50259.97,ANNUAL GENERAL MEETING/DIVIDEND - RS 5  PER SHARE/ SPECIAL DIVIDEND - RS 4 PER SHARE,1329.6,,1329.65,1929.8,1339.45,,1316.3,1329.45,1329.5,,,1329.3,No Band,3.5,06-JUN-22,13.34,1330.0,1330.2,582486.0,1330.25,1330.35,1330.4,-9.85,,,52.0,False,26.0,386.0,31.0,EQ,2.0,18.0,0.0,1334.0,INE047A01021,1329.6
