,pricebandupper,symbol,applicableMargin,bcEndDate,totalSellQuantity,adhocMargin,companyName,marketType,exDate,bcStartDate,css_status_desc,dayHigh,basePrice,securityVar,pricebandlower,sellQuantity5,sellQuantity4,sellQuantity3,cm_adj_high_dt,sellQuantity2,dayLow,sellQuantity1,quantityTraded,pChange,totalTradedValue,deliveryToTradedQuantity,totalBuyQuantity,averagePrice,indexVar,cm_ffm,purpose,buyPrice2,secDate,buyPrice1,high52,previousClose,ndEndDate,low52,buyPrice4,buyPrice3,recordDate,deliveryQuantity,buyPrice5,priceBand,extremeLossMargin,cm_adj_low_dt,varMargin,sellPrice1,sellPrice2,totalTradedVolume,sellPrice3,sellPrice4,sellPrice5,change,surv_indicator,ndStartDate,buyQuantity4,isExDateFlag,buyQuantity3,buyQuantity2,buyQuantity1,series,faceValue,buyQuantity5,closePrice,open,isinCode,lastPrice
0,3057.45,RELIANCE,15.73,,457925.0,,Reliance Industries Limited,N,11-JUN-21,,Listed,2814.0,2779.5,12.23,2501.55,1.0,131.0,85.0,29-APR-22,50.0,2761.75,4.0,,0.21,60289.49,,220773.0,2788.13,,958951.64,DIVIDEND - RS 7 PER SHARE,2784.2,,2784.4,2856.15,2779.5,,2016.25,2784.05,2784.1,14-JUN-21,,2784.0,No Band,3.5,28-JUL-21,12.23,2785.25,2785.3,2162363.0,2785.35,2785.4,2785.5,5.75,,,164.0,False,73.0,23.0,250.0,EQ,10.0,685.0,0.0,2780.0,INE002A01018,2785.25
1,3784.15,TCS,13.04,,117703.0,,Tata Consultancy Services Limited,N,25-MAY-22,,Listed,3430.0,3440.15,9.54,3096.15,11.0,80.0,10.0,17-JAN-22,32.0,3380.0,10.0,,-1.52,7658.89,,104186.0,3398.44,,356308.16,DIVIDEND - RS 22 PER SHARE,3386.65,,3387.0,4043.0,3440.15,,3122.65,3386.55,3386.6,26-MAY-22,,3386.45,No Band,3.5,03-JUN-21,9.54,3387.9,3387.95,225365.0,3388.05,3388.1,3388.2,-52.25,,,13.0,False,1.0,10.0,7.0,EQ,1.0,36.0,0.0,3418.0,INE467B01029,3387.9
2,2505.05,HDFC,16.49,,120518.0,,Housing Development Finance Corporation Limited,N,31-MAY-22,,Listed,2287.0,2277.35,12.99,2049.65,37.0,57.0,64.0,15-NOV-21,88.0,2256.05,85.0,,-0.15,8792.24,,127810.0,2270.91,,412024.09,DIVIDEND - RS 30 PER SHARE,2273.2,,2273.25,3021.1,2277.35,,2046.0,2273.05,2273.1,01-JUN-22,,2273.0,No Band,3.5,08-MAR-22,12.99,2274.05,2274.1,387168.0,2274.15,2274.25,2274.3,-3.35,,,21.0,False,15.0,70.0,284.0,EQ,2.0,41.0,0.0,2257.0,INE001A01036,2274.0
3,523.05,WIPRO,15.7,,552272.0,,Wipro Limited,N,05-APR-22,,Listed,472.0,475.5,12.2,427.95,1368.0,1554.0,1465.0,14-OCT-21,1102.0,464.2,1892.0,,-1.81,8040.19,,541899.0,467.1,,70381.56,INTERIM DIVIDEND - RS 5 PER SHARE,466.7,,466.8,739.85,475.5,,443.2,466.6,466.65,06-APR-22,,466.55,No Band,3.5,25-MAY-22,12.2,466.9,466.95,1721299.0,467.0,467.05,467.1,-8.60,,,695.0,False,1060.0,264.0,12.0,EQ,2.0,947.0,0.0,472.0,INE075A01022,466.9
4,299.95,ITC,13.96,,1705325.0,,ITC Limited,N,26-MAY-22,,Listed,272.9,272.7,10.46,245.45,3948.0,4163.0,946.0,20-MAY-22,1.0,269.7,423.0,,-0.44,4783.23,,1145276.0,271.02,,238599.18,DIVIDEND - RS 6.25 PER SHARE,271.35,,271.4,282.35,272.7,,200.9,271.25,271.3,28-MAY-22,,271.2,No Band,3.5,09-JUL-21,10.46,271.5,271.55,1764901.0,271.6,271.65,271.7,-1.20,,,5627.0,False,5732.0,4356.0,3535.0,EQ,1.0,4032.0,0.0,272.4,INE154A01025,271.5
5,166.75,ONGC,19.63,,1961917.0,,Oil & Natural Gas Corporation Limited,N,21-FEB-22,,Listed,155.3,151.6,16.13,136.45,20626.0,37210.0,16178.0,08-MAR-22,21064.0,152.8,1883.0,,1.81,18445.77,,1830705.0,154.18,,55307.94,INTERIM DIVIDEND - RS 1.75 PER SHARE,154.2,,154.25,194.95,151.6,,108.5,154.1,154.15,22-FEB-22,,154.05,No Band,3.5,23-AUG-21,16.13,154.35,154.4,11963787.0,154.45,154.5,154.55,2.75,,,15439.0,False,7989.0,4281.0,1650.0,EQ,5.0,22771.0,0.0,153.1,INE213A01029,154.35
6,447.4,HINDALCO,21.46,23-AUG-21,729780.0,,Hindalco Industries Limited,N,12-AUG-21,17-AUG-21,Listed,406.2,406.75,17.96,366.1,3186.0,3166.0,338.0,29-MAR-22,842.0,395.95,347.0,,-0.58,11583.0,,721782.0,401.62,,59412.44,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,404.2,,404.25,636.0,406.75,,359.8,404.1,404.15,,,404.05,No Band,3.5,18-JUN-21,17.96,404.3,404.4,2884069.0,404.45,404.5,404.55,-2.35,,,4560.0,False,90.0,9.0,123.0,EQ,1.0,2324.0,0.0,402.6,INE038A01020,404.4
7,170.5,NTPC,15.2,,1500227.0,,NTPC Limited,N,03-FEB-22,,Listed,157.85,155.0,11.7,139.5,23695.0,15201.0,15869.0,19-APR-22,4234.0,155.2,5722.0,,1.45,7149.19,,1475012.0,156.54,,73646.18,INTERIM DIVIDEND - RS 4 PER SHARE,157.15,,157.2,166.35,155.0,,110.45,157.05,157.1,05-FEB-22,,157.0,No Band,3.5,03-JUN-21,11.7,157.25,157.3,4567003.0,157.35,157.4,157.45,2.25,,,14032.0,False,15862.0,12425.0,3413.0,EQ,10.0,57673.0,0.0,155.8,INE733E01010,157.25
8,130.1,IOC,15.19,,1673589.0,,Indian Oil Corporation Limited,N,09-FEB-22,,Listed,118.6,118.3,11.69,106.5,34835.0,22397.0,16227.0,09-NOV-21,19906.0,116.7,7632.0,,-0.93,2644.0,,1926698.0,117.21,,30069.77,INTERIM DIVIDEND - RS  4 PER SHARE,117.15,,117.2,141.5,118.3,,101.9,117.05,117.1,10-FEB-22,,117.0,No Band,3.5,10-AUG-21,11.69,117.25,117.3,2255782.0,117.35,117.4,117.45,-1.10,,,37057.0,False,20733.0,11890.0,1066.0,EQ,10.0,57291.0,0.0,118.3,INE242A01010,117.2
9,1473.35,GRASIM,16.84,27-AUG-21,124539.0,,Grasim Industries Limited,N,12-AUG-21,14-AUG-21,Listed,1339.9,1339.45,13.34,1205.55,7.0,574.0,47.0,18-JAN-22,31.0,1316.3,51.0,,-0.63,8070.02,,128929.0,1328.6,,50259.97,ANNUAL GENERAL MEETING/DIVIDEND - RS 5  PER SHARE/ SPECIAL DIVIDEND - RS 4 PER SHARE,1330.4,,1330.5,1929.8,1339.45,,1316.3,1330.0,1330.05,,,1329.95,No Band,3.5,06-JUN-22,13.34,1330.6,1330.7,607408.0,1330.95,1331.0,1331.05,-8.45,,,608.0,False,576.0,1.0,2.0,EQ,2.0,473.0,0.0,1334.0,INE047A01021,1331.0
10,363.7,DLF,22.22,,464457.0,,DLF Limited,N,23-AUG-21,,Listed,330.45,330.65,18.72,297.6,1698.0,763.0,637.0,18-OCT-21,676.0,323.1,541.0,,-2.01,4924.19,,504916.0,326.5,,20461.57,DIVIDEND - RS 2 PER SHARE,323.9,,323.95,449.7,330.65,,279.45,323.8,323.85,24-AUG-21,,323.75,No Band,3.5,01-JUL-21,18.72,324.0,324.05,1508174.0,324.1,324.15,324.2,-6.65,,,273.0,False,1159.0,282.0,100.0,EQ,2.0,765.0,0.0,329.8,INE271C01023,324.0
11,1057.0,CIPLA,14.15,25-AUG-21,172576.0,,Cipla Limited,N,09-AUG-21,11-AUG-21,Listed,975.0,960.95,10.65,864.9,31.0,121.0,2.0,15-MAR-22,54.0,960.5,3134.0,,1.17,4351.31,,189737.0,971.24,,49619.71,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,972.1,,972.15,1083.0,960.95,,850.0,972.0,972.05,,,971.95,No Band,3.5,17-DEC-21,10.65,972.55,972.6,448016.0,972.65,972.7,972.75,11.2,,,521.0,False,128.0,173.0,148.0,EQ,2.0,22.0,0.0,960.95,INE059A01026,972.15
12,2583.5,SIEMENS,15.28,04-FEB-22,39653.0,,Siemens Limited,N,20-JAN-22,22-JAN-22,Listed,2358.85,2348.65,11.78,2113.8,44.0,1.0,3.0,13-DEC-21,12.0,2327.9,53.0,,0.19,516.47,,46331.0,2343.45,,20910.05,DIVIDEND - RS 8 PER SHARE,2351.55,,2351.6,2576.85,2348.65,,1920.0,2351.45,2351.5,,,2351.4,No Band,3.5,28-JUL-21,11.78,2353.0,2353.3,22039.0,2353.55,2353.8,2353.85,4.35,,,16.0,False,16.0,49.0,1.0,EQ,2.0,10.0,0.0,2344.1,INE003A01024,2353.0
13,360.95,BPCL,16.22,,572747.0,,Bharat Petroleum Corporation Limited,N,10-FEB-22,,Listed,327.9,328.15,12.72,295.35,624.0,499.0,75.0,14-SEP-21,187.0,320.0,1105.0,,-1.94,3526.12,,617841.0,322.61,,31320.97,INTERIM DIVIDEND - RS 5 PER SHARE,321.75,,321.8,503.0,328.15,,312.2,321.65,321.7,11-FEB-22,,321.6,No Band,3.5,26-MAY-22,12.72,321.95,322.0,1092998.0,322.05,322.1,322.15,-6.35,,,3692.0,False,1974.0,809.0,1262.0,EQ,10.0,1910.0,0.0,327.5,INE029A01011,321.8
14,2611.3,SRF,18.95,,62848.0,,SRF Limited,N,03-FEB-22,,Listed,2393.95,2373.95,15.45,2136.6,35.0,4.0,3.0,08-APR-22,20.0,2331.0,18.0,,-1.38,1688.32,,57432.0,2355.42,,34480.75,INTERIM DIVIDEND - RS 4.75 PER SHARE,2341.0,,2341.25,2773.35,2373.95,,1304.2,2340.55,2340.8,04-FEB-22,,2340.5,No Band,3.5,03-JUN-21,15.45,2342.05,2342.2,71678.0,2342.4,2342.6,2342.65,-32.65,,,20.0,False,25.0,6.0,50.0,EQ,10.0,10.0,0.0,2375.0,INE647A01010,2341.3
15,3883.0,BRITANNIA,13.32,28-JUN-22,41205.0,,Britannia Industries Limited,N,20-JUN-22,22-JUN-22,Listed,3535.0,3530.0,9.82,3177.0,2.0,3.0,2.0,14-SEP-21,8.0,3450.05,14.0,,-2.07,2483.16,,42265.0,3477.77,,41662.99,ANNUAL GENERAL MEETING/DIVIDEND - RS 56.50 PER SHARE,3456.2,,3457.0,4153.0,3530.0,,3050.0,3455.35,3456.15,,,3455.3,No Band,3.5,08-MAR-22,9.82,3457.8,3458.0,71401.0,3458.45,3458.5,3458.6,-73.00,,,2.0,False,8.0,1.0,50.0,EQ,1.0,100.0,0.0,3530.0,INE216A01030,3457.0
16,3390.05,MINDTREE,21.12,,67508.0,,MindTree Limited,N,21-OCT-21,,Listed,3062.0,3081.9,17.62,2773.75,69.0,466.0,22.0,18-NOV-21,3.0,2980.0,139.0,,-3.01,4265.88,,57431.0,3007.91,,19812.05,INTERIM DIVIDEND - RS 10 PER SHARE,2989.35,,2989.85,5060.0,3081.9,,2351.0,2989.0,2989.3,22-OCT-21,,2988.95,No Band,3.5,04-JUN-21,17.62,2990.0,2990.65,141822.0,2990.7,2991.0,2991.1,-92.90,,,63.0,False,316.0,4.0,100.0,EQ,10.0,5.0,0.0,3055.25,INE018I01017,2989.0
17,162.35,GAIL,17.38,,1116865.0,,GAIL (India) Limited,N,21-APR-22,,Listed,149.35,147.6,13.88,132.85,15294.0,6113.0,7502.0,19-APR-22,1042.0,146.0,848.0,,0.78,2180.94,,1115122.0,148.24,,26871.44,BUYBACK,148.7,,148.75,173.5,147.6,,125.2,148.6,148.65,22-APR-22,,148.55,No Band,3.5,20-DEC-21,13.88,148.8,148.85,1471219.0,148.9,148.95,149.0,1.15,,,16221.0,False,7483.0,6628.0,896.0,EQ,10.0,14690.0,0.0,146.1,INE129A01019,148.75
18,86.55,ZOMATO,26.09,,3138855.0,,Zomato Limited,N,,,Listed,71.0,72.15,22.59,57.75,13728.0,20859.0,33744.0,16-NOV-21,16366.0,69.2,4129.0,,-2.91,8316.54,,2080287.0,70.09,,10223.28,,69.95,,70.0,169.0,72.15,,50.05,69.85,69.9,,,69.8,20.0,3.5,10-MAY-22,22.59,70.05,70.1,11865509.0,70.15,70.2,70.25,-2.10,,,16035.0,False,24906.0,5761.0,93881.0,EQ,1.0,57490.0,0.0,70.0,INE758T01015,70.05
19,564.75,MARICO,13.62,,170843.0,,Marico Limited,N,04-FEB-22,,Listed,513.4,513.45,10.12,462.15,28.0,74.0,69.0,18-OCT-21,13.0,506.35,70.0,,-1.07,531.47,,198219.0,508.84,,26550.48,INTERIM DIVIDEND - RS 6.25 PER SHARE,507.9,,507.95,607.7,513.45,,455.65,507.8,507.85,07-FEB-22,,507.75,No Band,3.5,27-JAN-22,10.12,508.25,508.3,104448.0,508.35,508.4,508.45,-5.50,,,259.0,False,94.0,91.0,25.0,EQ,1.0,564.0,0.0,513.4,INE196A01026,507.95
20,2824.85,MPHASIS,18.74,29-SEP-21,52594.0,,MphasiS Limited,N,13-SEP-21,15-SEP-21,Listed,2552.85,2568.05,15.24,2311.25,16.0,3.0,4.0,19-OCT-21,15.0,2500.0,1.0,,-2.14,1413.73,,39791.0,2521.14,,21222.31,ANNUAL GENERAL MEETING/DIVIDEND - RS 38 PER SHARE/SPECIAL DIVIDEND - RS 27 PER SHARE,2512.25,,2513.0,3659.75,2568.05,,1875.0,2511.95,2512.0,,,2511.65,No Band,3.5,03-JUN-21,15.24,2514.35,2514.4,56075.0,2514.7,2515.0,2515.05,-55.05,,,4.0,False,7.0,15.0,17.0,EQ,10.0,15.0,0.0,2549.0,INE356A01018,2513.0
21,731.9,IRCTC,22.87,,238721.0,,Indian Railway Catering And Tourism Corporation Limited,N,17-FEB-22,,Listed,665.0,665.4,19.37,598.9,893.0,15.0,124.0,19-OCT-21,305.0,648.15,113.0,,-1.96,4113.18,,285757.0,654.07,,17566.56,INTERIM DIVIDEND - RS 2 PER SHARE,652.25,,652.35,1279.26,665.4,,382.71,652.05,652.2,18-FEB-22,,652.0,No Band,3.5,04-JUN-21,19.37,652.4,652.45,628860.0,652.5,652.55,652.6,-13.05,,,25.0,False,10.0,51.0,3.0,EQ,2.0,328.0,0.0,665.0,INE335Y01020,652.35
