,pricebandupper,symbol,applicableMargin,bcEndDate,totalSellQuantity,adhocMargin,companyName,marketType,exDate,bcStartDate,css_status_desc,dayHigh,basePrice,securityVar,pricebandlower,sellQuantity5,sellQuantity4,sellQuantity3,cm_adj_high_dt,sellQuantity2,dayLow,sellQuantity1,quantityTraded,pChange,totalTradedValue,deliveryToTradedQuantity,totalBuyQuantity,averagePrice,indexVar,cm_ffm,purpose,buyPrice2,secDate,buyPrice1,high52,previousClose,ndEndDate,low52,buyPrice4,buyPrice3,recordDate,deliveryQuantity,buyPrice5,priceBand,extremeLossMargin,cm_adj_low_dt,varMargin,sellPrice1,sellPrice2,totalTradedVolume,sellPrice3,sellPrice4,sellPrice5,change,surv_indicator,ndStartDate,buyQuantity4,isExDateFlag,buyQuantity3,buyQuantity2,buyQuantity1,series,faceValue,buyQuantity5,closePrice,open,isinCode,lastPrice
0,3057.45,RELIANCE,15.73,,480243.0,,Reliance Industries Limited,N,11-JUN-21,,Listed,2814.0,2779.5,12.23,2501.55,44.0,16.0,147.0,29-APR-22,3.0,2761.75,3.0,2052618.0,-0.27,72023.5,40.13,211959.0,2786.06,,958951.64,DIVIDEND - RS 7 PER SHARE,2771.4,06-Jun-2022 10:00:00,2771.5,2856.15,2779.5,,2016.25,2771.3,2771.35,14-JUN-21,823656.0,2771.25,No Band,3.5,28-JUL-21,12.23,2772.0,2772.15,2585138.0,2772.2,2772.25,2772.3,-7.50,,,25.0,False,22.0,137.0,278.0,EQ,10.0,5.0,0.0,2780.0,INE002A01018,2772.0
1,3784.15,TCS,13.04,,152232.0,,Tata Consultancy Services Limited,N,25-MAY-22,,Listed,3430.0,3440.15,9.54,3096.15,19.0,150.0,22.0,17-JAN-22,59.0,3377.15,131.0,205013.0,-1.55,9176.03,47.19,104425.0,3396.09,,356308.16,DIVIDEND - RS 22 PER SHARE,3385.55,06-Jun-2022 10:00:00,3386.0,4043.0,3440.15,,3122.65,3385.45,3385.5,26-MAY-22,96748.0,3385.4,No Band,3.5,03-JUN-21,9.54,3386.9,3387.0,270194.0,3387.05,3387.2,3387.3,-53.25,,,36.0,False,56.0,25.0,16.0,EQ,1.0,67.0,0.0,3418.0,INE467B01029,3386.9
2,2505.05,HDFC,16.49,,122321.0,,Housing Development Finance Corporation Limited,N,31-MAY-22,,Listed,2287.0,2277.35,12.99,2049.65,19.0,24.0,147.0,15-NOV-21,1.0,2256.05,365.0,352490.0,0.12,10826.48,62.82,131829.0,2272.16,,412024.09,DIVIDEND - RS 30 PER SHARE,2279.4,06-Jun-2022 10:00:00,2279.5,3021.1,2277.35,,2046.0,2279.3,2279.35,01-JUN-22,221437.0,2279.25,No Band,3.5,08-MAR-22,12.99,2280.0,2280.2,476484.0,2280.25,2280.3,2280.35,2.65,,,1.0,False,1.0,646.0,245.0,EQ,2.0,1.0,0.0,2257.0,INE001A01036,2280.0
3,523.05,WIPRO,15.7,,657225.0,,Wipro Limited,N,05-APR-22,,Listed,472.0,475.5,12.2,427.95,1670.0,2314.0,1150.0,14-OCT-21,460.0,464.2,6.0,1560929.0,-1.70,9741.5,52.57,602894.0,467.03,,70381.56,INTERIM DIVIDEND - RS 5 PER SHARE,467.25,06-Jun-2022 10:00:00,467.3,739.85,475.5,,443.2,467.15,467.2,06-APR-22,820506.0,467.1,No Band,3.5,25-MAY-22,12.2,467.4,467.45,2085841.0,467.5,467.55,467.6,-8.10,,,659.0,False,1220.0,627.0,239.0,EQ,2.0,1835.0,0.0,472.0,INE075A01022,467.4
4,299.95,ITC,13.96,,1820235.0,,ITC Limited,N,26-MAY-22,,Listed,272.9,272.7,10.46,245.45,6864.0,8635.0,1823.0,20-MAY-22,2364.0,269.7,1317.0,1539561.0,-0.51,5834.81,60.46,1125997.0,271.16,,238599.18,DIVIDEND - RS 6.25 PER SHARE,271.25,06-Jun-2022 10:00:00,271.3,282.35,272.7,,200.9,271.15,271.2,28-MAY-22,930886.0,271.1,No Band,3.5,09-JUL-21,10.46,271.35,271.4,2151796.0,271.45,271.5,271.55,-1.40,,,3592.0,False,287.0,170.0,78.0,EQ,1.0,7887.0,0.0,272.4,INE154A01025,271.3
5,166.75,ONGC,19.63,,2053577.0,,Oil & Natural Gas Corporation Limited,N,21-FEB-22,,Listed,155.3,151.6,16.13,136.45,29100.0,33554.0,12063.0,08-MAR-22,40116.0,152.8,35131.0,10704676.0,2.24,23283.18,50.69,1773513.0,154.3,,55307.94,INTERIM DIVIDEND - RS 1.75 PER SHARE,154.95,06-Jun-2022 10:00:00,155.0,194.95,151.6,,108.5,154.85,154.9,22-FEB-22,5426272.0,154.8,No Band,3.5,23-AUG-21,16.13,155.05,155.1,15089554.0,155.15,155.2,155.25,3.4,,,14126.0,False,15841.0,1994.0,693.0,EQ,5.0,22285.0,0.0,153.1,INE213A01029,155.0
6,447.4,HINDALCO,21.46,23-AUG-21,746773.0,,Hindalco Industries Limited,N,12-AUG-21,17-AUG-21,Listed,406.95,406.75,17.96,366.1,1715.0,1283.0,690.0,29-MAR-22,1045.0,395.95,133.0,2673332.0,-0.60,14090.64,47.38,1008126.0,402.23,,59412.44,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,404.05,06-Jun-2022 10:00:00,404.1,636.0,406.75,,359.8,403.95,404.0,,1266573.0,403.9,No Band,3.5,18-JUN-21,17.96,404.3,404.35,3503131.0,404.4,404.45,404.5,-2.45,,,551.0,False,8938.0,197.0,372.0,EQ,1.0,2842.0,0.0,402.6,INE038A01020,404.3
7,170.5,NTPC,15.2,,1555796.0,,NTPC Limited,N,03-FEB-22,,Listed,158.45,155.0,11.7,139.5,46157.0,28623.0,21965.0,19-APR-22,14807.0,155.2,13173.0,3904767.0,2.13,9970.41,59.92,1628144.0,156.96,,73646.18,INTERIM DIVIDEND - RS 4 PER SHARE,158.2,06-Jun-2022 10:00:00,158.25,166.35,155.0,,110.45,158.1,158.15,05-FEB-22,2339862.0,158.05,No Band,3.5,03-JUN-21,11.7,158.3,158.35,6352195.0,158.4,158.45,158.5,3.3,,,18256.0,False,6031.0,550.0,1847.0,EQ,10.0,11245.0,0.0,155.8,INE733E01010,158.3
8,130.1,IOC,15.19,,1686251.0,,Indian Oil Corporation Limited,N,09-FEB-22,,Listed,118.6,118.3,11.69,106.5,31194.0,28202.0,6310.0,09-NOV-21,19491.0,116.7,1703.0,2102228.0,-0.76,3187.27,52.34,1998522.0,117.22,,30069.77,INTERIM DIVIDEND - RS  4 PER SHARE,117.35,06-Jun-2022 10:00:00,117.4,141.5,118.3,,101.9,117.25,117.3,10-FEB-22,1100271.0,117.2,No Band,3.5,10-AUG-21,11.69,117.45,117.5,2719051.0,117.55,117.6,117.65,-0.90,,,23708.0,False,18635.0,5245.0,6787.0,EQ,10.0,105769.0,0.0,118.3,INE242A01010,117.4
9,1473.35,GRASIM,16.84,27-AUG-21,131199.0,,Grasim Industries Limited,N,12-AUG-21,14-AUG-21,Listed,1340.0,1339.45,13.34,1205.55,3.0,6.0,47.0,18-JAN-22,67.0,1316.3,62.0,547454.0,-0.77,10009.18,56.13,130332.0,1329.5,,50259.97,ANNUAL GENERAL MEETING/DIVIDEND - RS 5  PER SHARE/ SPECIAL DIVIDEND - RS 4 PER SHARE,1329.05,06-Jun-2022 10:00:00,1329.15,1929.8,1339.45,,1316.3,1328.85,1329.0,,307277.0,1328.8,No Band,3.5,06-JUN-22,13.34,1329.2,1329.45,752853.0,1329.5,1329.55,1329.6,-10.30,,,25.0,False,1023.0,387.0,165.0,EQ,2.0,476.0,0.0,1334.0,INE047A01021,1329.15
10,363.7,DLF,22.22,,495339.0,,DLF Limited,N,23-AUG-21,,Listed,330.45,330.65,18.72,297.6,1444.0,1949.0,2233.0,18-OCT-21,2362.0,323.05,715.0,1349916.0,-1.98,5718.04,41.37,511833.0,326.19,,20461.57,DIVIDEND - RS 2 PER SHARE,323.85,06-Jun-2022 10:00:00,323.9,449.7,330.65,,279.45,323.75,323.8,24-AUG-21,558419.0,323.7,No Band,3.5,01-JUL-21,18.72,324.1,324.15,1752979.0,324.2,324.25,324.3,-6.55,,,2061.0,False,901.0,2617.0,304.0,EQ,2.0,1034.0,0.0,329.8,INE271C01023,324.1
11,1057.0,CIPLA,14.15,25-AUG-21,173655.0,,Cipla Limited,N,09-AUG-21,11-AUG-21,Listed,979.7,960.95,10.65,864.9,175.0,13.0,1256.0,15-MAR-22,313.0,960.5,370.0,412383.0,1.48,6528.57,45.59,333755.0,972.98,,49619.71,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,975.1,06-Jun-2022 10:00:00,975.2,1083.0,960.95,,850.0,974.7,975.0,,188014.0,974.65,No Band,3.5,17-DEC-21,10.65,975.35,975.55,670987.0,975.6,975.65,975.7,14.25,,,50.0,False,1910.0,1624.0,59.0,EQ,2.0,65.0,0.0,960.95,INE059A01026,975.2
12,2583.5,SIEMENS,15.28,04-FEB-22,40905.0,,Siemens Limited,N,20-JAN-22,22-JAN-22,Listed,2362.5,2348.65,11.78,2113.8,1.0,1.0,1.0,13-DEC-21,5.0,2327.9,13.0,18562.0,0.58,714.6,45.52,49382.0,2347.17,,20910.05,DIVIDEND - RS 8 PER SHARE,2361.95,06-Jun-2022 10:00:00,2362.0,2576.85,2348.65,,1920.0,2360.9,2361.85,,8450.0,2360.85,No Band,3.5,28-JUL-21,11.78,2362.3,2362.45,30445.0,2362.55,2362.8,2362.95,13.65,,,1.0,False,14.0,8.0,66.0,EQ,2.0,3.0,0.0,2344.1,INE003A01024,2362.3
13,360.95,BPCL,16.22,,590668.0,,Bharat Petroleum Corporation Limited,N,10-FEB-22,,Listed,327.9,328.15,12.72,295.35,1365.0,1937.0,1273.0,14-SEP-21,595.0,320.0,488.0,1012715.0,-1.83,4206.75,56.08,652712.0,322.53,,31320.97,INTERIM DIVIDEND - RS 5 PER SHARE,322.0,06-Jun-2022 10:00:00,322.05,503.0,328.15,,312.2,321.9,321.95,11-FEB-22,567897.0,321.85,No Band,3.5,26-MAY-22,12.72,322.15,322.2,1304296.0,322.25,322.3,322.35,-6.00,,,2082.0,False,312.0,373.0,123.0,EQ,10.0,1814.0,0.0,327.5,INE029A01011,322.15
14,2611.3,SRF,18.95,,62638.0,,SRF Limited,N,03-FEB-22,,Listed,2393.95,2373.95,15.45,2136.6,1.0,18.0,4.0,08-APR-22,1.0,2331.0,1.0,66899.0,-1.27,1970.54,35.08,60136.0,2353.81,,34480.75,INTERIM DIVIDEND - RS 4.75 PER SHARE,2342.35,06-Jun-2022 10:00:00,2343.0,2773.35,2373.95,,1304.2,2342.15,2342.3,04-FEB-22,23467.0,2342.1,No Band,3.5,03-JUN-21,15.45,2344.05,2344.1,83717.0,2344.25,2344.3,2344.35,-30.10,,,4.0,False,53.0,2.0,20.0,EQ,10.0,11.0,0.0,2375.0,INE647A01010,2343.85
15,3883.0,BRITANNIA,13.32,28-JUN-22,41114.0,,Britannia Industries Limited,N,20-JUN-22,22-JUN-22,Listed,3535.0,3530.0,9.82,3177.0,9.0,2.0,3.0,14-SEP-21,73.0,3450.05,11.0,57289.0,-1.70,2839.39,53.13,44425.0,3476.92,,41662.99,ANNUAL GENERAL MEETING/DIVIDEND - RS 56.50 PER SHARE,3468.55,06-Jun-2022 10:00:00,3469.1,4153.0,3530.0,,3050.0,3468.1,3468.15,,30437.0,3467.5,No Band,3.5,08-MAR-22,9.82,3469.95,3470.0,81664.0,3470.5,3470.7,3470.75,-60.05,,,2.0,False,2.0,144.0,1.0,EQ,1.0,14.0,0.0,3530.0,INE216A01030,3469.95
16,3390.05,MINDTREE,21.12,,66101.0,,MindTree Limited,N,21-OCT-21,,Listed,3062.0,3081.9,17.62,2773.75,10.0,24.0,29.0,18-NOV-21,2.0,2980.0,15.0,131347.0,-2.61,5177.11,33.53,58569.0,3005.63,,19812.05,INTERIM DIVIDEND - RS 10 PER SHARE,3001.5,06-Jun-2022 10:00:00,3001.55,5060.0,3081.9,,2351.0,3001.35,3001.4,22-OCT-21,44046.0,3001.3,No Band,3.5,04-JUN-21,17.62,3003.0,3003.3,172247.0,3003.75,3003.8,3003.9,-80.30,,,10.0,False,3.0,10.0,3.0,EQ,10.0,32.0,0.0,3055.25,INE018I01017,3001.6
17,162.35,GAIL,17.38,,1136104.0,,GAIL (India) Limited,N,21-APR-22,,Listed,149.95,147.6,13.88,132.85,11486.0,11826.0,3502.0,19-APR-22,1487.0,146.0,1743.0,1344617.0,0.98,3066.17,49.47,1151414.0,148.5,,26871.44,BUYBACK,148.95,06-Jun-2022 10:00:00,149.0,173.5,147.6,,125.2,148.85,148.9,22-APR-22,665203.0,148.8,No Band,3.5,20-DEC-21,13.88,149.05,149.1,2064758.0,149.15,149.2,149.25,1.45,,,5747.0,False,4247.0,1243.0,99.0,EQ,10.0,11044.0,0.0,146.1,INE129A01019,149.05
18,86.55,ZOMATO,26.09,,3220655.0,,Zomato Limited,N,,,Listed,71.0,72.15,22.59,57.75,19404.0,25866.0,33273.0,16-NOV-21,20661.0,69.2,12878.0,11080319.0,-2.49,9517.97,36.13,2315459.0,70.13,,10223.28,,70.3,06-Jun-2022 10:00:00,70.35,169.0,72.15,,50.05,70.2,70.25,,4002842.0,70.15,20.0,3.5,10-MAY-22,22.59,70.4,70.45,13571897.0,70.5,70.55,70.6,-1.80,,,37010.0,False,18140.0,22146.0,8429.0,EQ,1.0,18055.0,0.0,70.0,INE758T01015,70.35
19,564.75,MARICO,13.62,,186583.0,,Marico Limited,N,04-FEB-22,,Listed,513.4,513.45,10.12,462.15,121.0,224.0,165.0,18-OCT-21,182.0,506.35,159.0,93128.0,-0.95,715.54,55.1,205381.0,509.06,,26550.48,INTERIM DIVIDEND - RS 6.25 PER SHARE,508.55,06-Jun-2022 10:00:00,508.65,607.7,513.45,,455.65,508.45,508.5,07-FEB-22,51314.0,508.4,No Band,3.5,27-JAN-22,10.12,508.75,508.8,140561.0,508.85,508.9,508.95,-4.90,,,80.0,False,398.0,96.0,3.0,EQ,1.0,1565.0,0.0,513.4,INE196A01026,508.55
20,2824.85,MPHASIS,18.74,29-SEP-21,50425.0,,MphasiS Limited,N,13-SEP-21,15-SEP-21,Listed,2552.85,2568.05,15.24,2311.25,4.0,1.0,3.0,19-OCT-21,1.0,2495.6,2.0,52029.0,-2.49,1872.37,43.16,40431.0,2517.3,,21222.31,ANNUAL GENERAL MEETING/DIVIDEND - RS 38 PER SHARE/SPECIAL DIVIDEND - RS 27 PER SHARE,2504.0,06-Jun-2022 10:00:00,2504.1,3659.75,2568.05,,1875.0,2503.7,2503.95,,22457.0,2502.7,No Band,3.5,03-JUN-21,15.24,2504.15,2504.25,74380.0,2505.1,2505.45,2505.5,-63.90,,,5.0,False,7.0,12.0,16.0,EQ,10.0,1.0,0.0,2549.0,INE356A01018,2504.15
21,731.9,IRCTC,22.87,,237607.0,,Indian Railway Catering And Tourism Corporation Limited,N,17-FEB-22,,Listed,665.0,665.4,19.37,598.9,128.0,60.0,172.0,19-OCT-21,84.0,648.15,385.0,570803.0,-1.79,4543.6,43.46,299617.0,654.01,,17566.56,INTERIM DIVIDEND - RS 2 PER SHARE,653.35,06-Jun-2022 10:00:00,653.45,1279.26,665.4,,382.71,653.25,653.3,18-FEB-22,248044.0,653.2,No Band,3.5,04-JUN-21,19.37,653.5,653.65,694729.0,653.7,653.75,653.8,-11.90,,,160.0,False,140.0,74.0,196.0,EQ,2.0,11.0,0.0,665.0,INE335Y01020,653.5
